id,date,buying_price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price_bins,season,price_sqft,newer,basement,renovated,median_price_zipcode,maximal_expend,suggested_selling_price,expected_profit
1423069162,2014-06-04,549000.0,4,2.25,2740,88426,2.0,0,0,3,7,2740,0,1991,0,98027,47.4734,-122.006,2740,62726,from_median_upward,spring,200,1,0,0,571000.0,43920.0,686250.0,93330.0
9268851630,2014-06-04,520000.0,3,3.25,1540,1487,2.0,0,0,3,8,1540,0,2011,0,98027,47.5397,-122.027,1620,1104,from_median_upward,spring,337,1,0,0,571000.0,41600.0,676000.0,114400.0
5561300730,2014-06-05,530000.0,4,3.25,4160,35654,2.0,0,0,3,8,2760,1400,1973,0,98027,47.4683,-122.008,2500,35675,from_median_upward,spring,127,1,1,0,571000.0,42400.0,662500.0,90100.0
5279100680,2014-06-05,240000.0,3,1.0,1150,4825,1.0,0,0,4,6,1150,0,1957,0,98027,47.5321,-122.029,1760,7121,under_median,spring,208,0,0,0,571000.0,14400.0,312000.0,57600.0
1523069086,2014-06-05,395000.0,3,1.75,1460,22651,1.0,0,0,4,7,1460,0,1961,0,98027,47.4861,-122.03,2030,49222,under_median,spring,270,0,0,0,571000.0,23700.0,513500.0,94800.0
9286100320,2014-06-06,471000.0,3,2.5,2030,2805,2.0,0,0,3,8,1720,310,2001,0,98027,47.5305,-122.047,1670,2898,from_median_upward,spring,232,1,1,0,571000.0,37680.0,612300.0,103620.0
5561200310,2014-06-09,525000.0,3,3.0,2470,36445,2.0,0,0,4,8,2470,0,1980,0,98027,47.4661,-121.997,2310,35350,from_median_upward,spring,212,1,0,0,571000.0,31500.0,682500.0,126000.0
5710500010,2014-06-10,490000.0,3,2.0,2220,10275,2.0,0,0,3,9,1640,580,1980,0,98027,47.5304,-122.055,2300,9975,from_median_upward,spring,220,1,1,0,571000.0,39200.0,637000.0,107800.0
3388300590,2014-06-11,535000.0,5,2.25,2520,49222,2.0,0,0,4,8,2520,0,1978,0,98027,47.4918,-122.064,2780,55321,from_median_upward,spring,212,1,0,0,571000.0,32100.0,695500.0,128400.0
8562780180,2014-06-12,336750.0,2,2.25,1170,1011,2.0,0,0,3,7,1170,0,2009,0,98027,47.5321,-122.073,1240,750,under_median,spring,287,1,0,0,571000.0,26940.0,437775.0,74085.0
291310180,2014-06-13,379500.0,3,2.25,1410,1287,2.0,0,0,3,7,1290,120,2005,0,98027,47.5344,-122.068,1490,1435,under_median,spring,269,1,1,0,571000.0,30360.0,493350.0,83490.0
9414610010,2014-06-17,430000.0,3,2.0,1730,9000,1.0,0,0,3,8,1370,360,1978,0,98027,47.5202,-122.047,2390,10000,under_median,spring,248,1,1,0,571000.0,34400.0,559000.0,94600.0
9412200660,2014-06-19,395000.0,4,1.0,1980,10350,1.0,0,0,4,7,1430,550,1968,0,98027,47.5226,-122.045,1890,13140,under_median,spring,199,1,1,0,571000.0,23700.0,513500.0,94800.0
2323069073,2014-06-22,439500.0,3,2.5,2050,40003,1.0,0,0,4,8,1570,480,1977,0,98027,47.47,-122.0,2700,46769,under_median,summer,214,1,1,0,571000.0,26370.0,571350.0,105480.0
2523069146,2014-06-23,349900.0,3,2.0,2420,38781,1.0,0,0,5,7,1210,1210,1949,0,98027,47.4511,-121.976,2650,88426,under_median,summer,144,0,1,0,571000.0,20994.0,454870.0,83976.0
2524069072,2014-06-26,243800.0,3,1.0,1140,27760,1.0,0,0,4,6,1140,0,1981,0,98027,47.5372,-121.972,1690,87300,under_median,summer,213,1,0,0,571000.0,14628.0,316940.0,58512.0
9268850130,2014-06-27,288790.0,4,2.0,1350,942,3.0,0,0,3,7,1350,0,2008,0,98027,47.5401,-122.026,1390,942,under_median,summer,213,1,0,0,571000.0,23103.2,375427.0,63533.79999999999
623069068,2014-06-27,425000.0,3,1.0,1520,213444,1.5,0,3,5,8,1520,0,1988,0,98027,47.5081,-122.093,2640,213444,under_median,summer,279,1,0,0,571000.0,25500.0,573750.0,123250.0
5561401110,2014-06-27,460000.0,4,2.5,2110,35091,1.0,0,0,4,8,1290,820,1985,0,98027,47.467,-122.014,2740,36427,from_median_upward,summer,218,1,1,0,571000.0,27600.0,598000.0,110400.0
5710610250,2014-07-01,500000.0,5,3.25,3130,12087,2.0,0,0,3,8,2180,950,1975,0,98027,47.5336,-122.052,2410,10350,from_median_upward,summer,159,1,1,0,571000.0,40000.0,650000.0,110000.0
5706200280,2014-07-01,382500.0,3,1.75,1040,9000,1.0,0,0,4,7,1040,0,1967,0,98027,47.5253,-122.043,1750,10878,under_median,summer,367,1,0,0,571000.0,22950.0,497250.0,91800.0
8562770430,2014-07-02,567500.0,3,2.5,2280,2502,2.0,0,0,3,8,1880,400,2006,0,98027,47.5364,-122.073,2280,2812,from_median_upward,summer,248,1,1,0,571000.0,45400.0,709375.0,96475.0
9895000040,2014-07-03,399900.0,2,1.75,1410,1005,1.5,0,0,3,9,900,510,2011,0,98027,47.5446,-122.018,1440,1188,under_median,summer,283,1,1,0,571000.0,31992.0,519870.0,87978.0
3324069070,2014-07-07,195000.0,2,1.0,1190,27007,1.0,0,0,4,5,1190,0,1910,0,98027,47.524,-122.04,1730,12632,under_median,summer,163,0,0,0,571000.0,11700.0,253500.0,46800.0
9268850030,2014-07-07,420000.0,3,2.25,1620,1075,3.0,0,0,3,8,1540,80,2009,0,98027,47.5405,-122.026,1620,1237,under_median,summer,259,1,1,0,571000.0,33600.0,546000.0,92400.0
291310340,2014-07-08,550000.0,3,3.5,2490,3582,2.0,0,0,3,8,1720,770,2005,0,98027,47.5338,-122.067,1445,1590,from_median_upward,summer,220,1,1,0,571000.0,44000.0,687500.0,93500.0
8648900040,2014-07-09,530000.0,3,2.5,1790,3078,2.0,0,0,3,8,1790,0,2010,0,98027,47.5638,-122.094,1890,3078,from_median_upward,summer,296,1,0,0,571000.0,42400.0,662500.0,90100.0
1423069063,2014-07-11,464950.0,4,2.5,2230,64438,1.0,0,0,4,7,1230,1000,1978,0,98027,47.4754,-122.007,2230,71002,from_median_upward,summer,208,1,1,0,571000.0,27897.0,604435.0,111588.0
1523069151,2014-07-11,380000.0,2,1.0,1470,81021,1.0,0,0,4,6,1470,0,1949,0,98027,47.4771,-122.03,2600,69696,under_median,summer,258,0,0,0,571000.0,22800.0,494000.0,91200.0
8728550150,2014-07-15,545000.0,3,2.5,2660,20369,2.0,0,0,3,8,2660,0,1992,0,98027,47.5234,-122.055,2720,12927,from_median_upward,summer,204,1,0,0,571000.0,43600.0,681250.0,92650.0
9268850180,2014-07-18,288790.0,3,1.75,1290,1237,2.0,0,0,3,7,1060,230,2008,0,98027,47.54,-122.026,1370,942,under_median,summer,223,1,1,0,571000.0,23103.2,375427.0,63533.79999999999
723069013,2014-07-18,255500.0,2,1.0,1440,43560,1.0,0,0,4,7,1150,290,1965,0,98027,47.4916,-122.082,1870,56628,under_median,summer,177,1,1,0,571000.0,15330.0,332150.0,61320.0
5710610670,2014-07-23,530000.0,4,2.5,2370,9601,1.0,0,0,3,8,1570,800,1976,0,98027,47.5327,-122.054,2550,10500,from_median_upward,summer,223,1,1,0,571000.0,42400.0,662500.0,90100.0
2724069169,2014-07-24,499900.0,4,3.0,2180,12196,2.0,0,0,4,7,2180,0,1968,0,98027,47.5338,-122.033,1500,6534,from_median_upward,summer,229,1,0,0,571000.0,29994.0,649870.0,119976.0
723069049,2014-07-24,379000.0,5,2.75,3000,25175,1.0,0,0,4,7,1500,1500,1961,0,98027,47.497,-122.088,2170,40523,under_median,summer,126,0,1,0,571000.0,22740.0,492700.0,90960.0
5561300750,2014-07-25,518000.0,4,2.25,2640,34870,1.0,0,0,3,8,1770,870,1977,0,98027,47.4688,-122.009,2500,35580,from_median_upward,summer,196,1,1,0,571000.0,41440.0,673400.0,113960.0
1924069071,2014-07-29,485000.0,5,1.75,2140,43124,1.0,0,2,4,7,1220,920,1962,0,98027,47.5516,-122.085,2520,14677,from_median_upward,summer,226,0,1,0,571000.0,29100.0,630500.0,116400.0
3024079057,2014-07-30,410000.0,3,1.5,1750,32500,1.0,0,0,4,7,1750,0,1966,0,98027,47.5316,-121.959,1820,102801,under_median,summer,234,1,0,0,571000.0,24600.0,533000.0,98400.0
9286100300,2014-08-01,483500.0,3,2.5,1670,4308,2.0,0,0,3,8,1670,0,2001,0,98027,47.5307,-122.047,1670,2897,from_median_upward,summer,289,1,0,0,571000.0,38680.0,628550.0,106370.0
291310170,2014-08-04,384500.0,3,2.5,1600,2610,2.0,0,0,3,8,1600,0,2005,0,98027,47.5344,-122.068,1445,1288,under_median,summer,240,1,0,0,571000.0,30760.0,499850.0,84590.0
5561100431,2014-08-06,510000.0,5,2.5,2510,83231,1.0,0,0,4,7,1260,1250,1975,0,98027,47.4576,-121.984,2460,46431,from_median_upward,summer,203,1,1,0,571000.0,30600.0,663000.0,122400.0
2824069180,2014-08-06,385000.0,4,1.75,1800,10890,1.5,0,0,4,6,1800,0,1912,0,98027,47.5312,-122.04,1530,9818,under_median,summer,213,0,0,0,571000.0,23100.0,500500.0,92400.0
5706200370,2014-08-06,550000.0,4,2.75,2230,9460,1.0,0,0,5,7,1480,750,1960,0,98027,47.5246,-122.044,1760,10878,from_median_upward,summer,246,0,1,0,571000.0,33000.0,687500.0,104500.0
3224079105,2014-08-06,430000.0,2,2.5,2420,60984,2.0,0,0,3,7,2420,0,2007,0,98027,47.5262,-121.943,1940,193842,under_median,summer,177,1,0,0,571000.0,34400.0,559000.0,94600.0
5561300380,2014-08-07,450000.0,4,2.5,2500,36254,1.0,0,0,4,8,1590,910,1978,0,98027,47.4685,-122.004,2360,36254,under_median,summer,180,1,1,0,571000.0,27000.0,585000.0,108000.0
8650000070,2014-08-08,495000.0,5,2.75,2630,10165,1.0,0,0,4,8,1690,940,1976,0,98027,47.5196,-122.049,2440,10165,from_median_upward,summer,188,1,1,0,571000.0,29700.0,643500.0,118800.0
1523069096,2014-08-11,459900.0,3,1.75,2340,51836,1.5,0,0,3,8,1510,830,1978,0,98027,47.4846,-122.035,2060,77536,from_median_upward,summer,196,1,1,0,571000.0,36792.0,597870.0,101178.0
9286100150,2014-08-11,475200.0,3,2.5,1670,3980,2.0,0,0,3,8,1670,0,2000,0,98027,47.5317,-122.047,1670,2897,from_median_upward,summer,284,1,0,0,571000.0,38016.0,617760.0,104544.0
2617300160,2014-08-12,420000.0,3,2.0,2020,38332,1.0,0,0,4,7,1010,1010,1975,0,98027,47.4582,-122.023,2110,36590,under_median,summer,207,1,1,0,571000.0,25200.0,546000.0,100800.0
9286100200,2014-08-13,450000.0,3,2.5,1670,2589,2.0,0,0,3,8,1670,0,2000,0,98027,47.5314,-122.047,1670,2897,under_median,summer,269,1,0,0,571000.0,36000.0,585000.0,99000.0
2294900010,2014-08-13,478000.0,3,1.75,2790,36585,1.0,0,0,4,8,1410,1380,1970,0,98027,47.4734,-121.999,1900,45302,from_median_upward,summer,171,1,1,0,571000.0,28680.0,621400.0,114720.0
5706200060,2014-08-18,399950.0,3,1.0,1020,18050,1.0,0,0,3,7,1020,0,1969,0,98027,47.5254,-122.043,1750,11640,under_median,summer,392,1,0,0,571000.0,31996.0,519935.0,87989.0
8041100010,2014-08-18,377000.0,3,1.75,1820,34800,1.0,0,0,4,6,1820,0,1967,0,98027,47.4616,-121.98,2570,52707,under_median,summer,207,1,0,0,571000.0,22620.0,490100.0,90480.0
2223069120,2014-08-20,440000.0,4,1.75,2800,49149,1.0,0,0,4,7,1400,1400,1978,0,98027,47.4649,-122.034,2560,61419,under_median,summer,157,1,1,0,571000.0,26400.0,572000.0,105600.0
8648900110,2014-08-26,555000.0,3,2.5,1940,3211,2.0,0,0,3,8,1940,0,2009,0,98027,47.5644,-122.093,1880,3078,from_median_upward,summer,286,1,0,0,571000.0,44400.0,693750.0,94350.0
5561400440,2014-08-27,465000.0,4,2.5,3030,47958,1.0,0,0,3,8,1660,1370,1980,0,98027,47.4598,-122.004,2740,36017,from_median_upward,summer,153,1,1,0,571000.0,37200.0,604500.0,102300.0
9412200280,2014-08-27,450000.0,4,3.0,1890,13140,1.0,0,0,4,7,1270,620,1967,0,98027,47.5221,-122.044,1900,11160,under_median,summer,238,1,1,0,571000.0,27000.0,585000.0,108000.0
8645900080,2014-08-27,427000.0,3,2.0,1720,128066,1.0,0,0,3,7,1720,0,1994,0,98027,47.4487,-121.981,2360,111078,under_median,summer,248,1,0,0,571000.0,34160.0,555100.0,93940.0
2724069103,2014-08-28,389000.0,3,1.75,1400,10018,1.0,0,0,4,7,1400,0,1962,0,98027,47.5327,-122.032,1350,9300,under_median,summer,277,0,0,0,571000.0,23340.0,505700.0,93360.0
291310370,2014-08-29,366000.0,3,2.25,1445,1028,2.0,0,0,3,7,1300,145,2005,0,98027,47.5339,-122.067,1445,1377,under_median,summer,253,1,1,0,571000.0,29280.0,475800.0,80520.0
291310390,2014-09-04,355000.0,3,2.25,1445,1087,2.0,0,0,3,7,1300,145,2005,0,98027,47.5339,-122.067,1410,1336,under_median,summer,245,1,1,0,571000.0,28400.0,461500.0,78100.0
3388300730,2014-09-10,550388.0,3,3.0,1720,70567,1.0,0,2,5,7,1720,0,1966,0,98027,47.4936,-122.069,2740,70567,from_median_upward,summer,319,1,0,0,571000.0,33023.28,687985.0,104573.71999999997
3024079069,2014-09-11,371000.0,4,1.0,1960,94525,1.5,0,0,3,6,1960,0,1979,0,98027,47.5418,-121.962,2430,188564,under_median,summer,189,1,0,0,571000.0,29680.0,482300.0,81620.0
723069135,2014-09-15,499000.0,2,1.75,2040,114562,1.0,0,0,4,7,2040,0,1968,0,98027,47.4985,-122.092,1850,94960,from_median_upward,summer,244,1,0,0,571000.0,29940.0,648700.0,119760.0
1423069077,2014-09-15,570000.0,2,1.75,2870,102366,2.0,0,2,4,8,1770,1100,1994,0,98027,47.4847,-122.0,2960,108900,from_median_upward,summer,198,1,1,0,571000.0,34200.0,712500.0,108300.0
9268851860,2014-09-18,425000.0,3,2.25,1620,997,2.5,0,0,3,8,1540,80,2010,0,98027,47.54,-122.026,1620,1068,under_median,summer,262,1,1,0,571000.0,34000.0,552500.0,93500.0
5710600030,2014-09-22,500000.0,4,1.75,2290,9215,1.0,0,0,5,8,1270,1020,1969,0,98027,47.5328,-122.051,2290,10200,from_median_upward,summer,218,1,1,0,571000.0,30000.0,650000.0,120000.0
3424069145,2014-09-25,343000.0,3,1.0,1400,5662,1.5,0,0,5,5,1400,0,1920,0,98027,47.5271,-122.036,1250,14375,under_median,autumn,245,0,0,0,571000.0,20580.0,445900.0,82320.0
1423069076,2014-09-26,560000.0,3,2.0,2870,95396,1.0,0,0,4,9,1350,1520,1980,0,98027,47.4834,-122.001,2870,102366,from_median_upward,autumn,195,1,1,0,571000.0,33600.0,700000.0,106400.0
9202650040,2014-09-26,401000.0,3,1.0,1120,8321,1.0,0,0,4,6,1120,0,1941,1987,98027,47.5631,-122.091,1980,8671,under_median,autumn,358,0,0,1,571000.0,24060.0,521300.0,96240.0
9195700040,2014-09-26,425000.0,3,2.0,1500,8086,1.0,0,0,3,7,1060,440,1981,0,98027,47.5584,-122.081,1550,8086,under_median,autumn,283,1,1,0,571000.0,34000.0,552500.0,93500.0
5706202070,2014-09-30,511100.0,4,2.5,1560,12220,1.5,0,0,4,7,1560,0,1965,0,98027,47.5287,-122.053,1920,12220,from_median_upward,autumn,327,1,0,0,571000.0,30666.0,664430.0,122664.0
5561200980,2014-10-03,390000.0,4,2.25,2680,35218,2.0,0,0,3,8,2680,0,1986,0,98027,47.4613,-121.997,2980,35218,under_median,autumn,145,1,0,0,571000.0,31200.0,507000.0,85800.0
8562780190,2014-10-07,315000.0,2,2.25,1240,705,2.0,0,0,3,7,1150,90,2009,0,98027,47.5321,-122.073,1240,750,under_median,autumn,254,1,1,0,571000.0,25200.0,409500.0,69300.0
8137500400,2014-10-07,545000.0,3,2.5,2140,40173,2.0,0,0,4,8,2140,0,1990,0,98027,47.4786,-122.066,2380,43016,from_median_upward,autumn,254,1,0,0,571000.0,32700.0,681250.0,103550.0
3424069076,2014-10-13,360000.0,2,1.0,930,6098,1.0,0,0,4,6,930,0,1919,0,98027,47.5289,-122.03,1730,9000,under_median,autumn,387,0,0,0,571000.0,21600.0,468000.0,86400.0
5561401260,2014-10-14,508000.0,4,2.25,3320,53392,2.0,0,0,4,8,2000,1320,1986,0,98027,47.4724,-122.014,3230,43129,from_median_upward,autumn,153,1,1,0,571000.0,30480.0,660400.0,121920.0
8562780290,2014-10-15,329950.0,2,2.25,1260,1032,2.0,0,0,3,7,1170,90,2008,0,98027,47.5323,-122.072,1240,809,under_median,autumn,261,1,1,0,571000.0,26396.0,428935.0,72589.0
1924079090,2014-10-16,530000.0,3,2.75,2440,45738,2.0,0,0,3,8,1840,600,1987,0,98027,47.5453,-121.957,2440,189100,from_median_upward,autumn,217,1,1,0,571000.0,42400.0,662500.0,90100.0
8562780800,2014-10-16,305000.0,2,1.75,1120,758,2.0,0,0,3,7,1120,0,2012,0,98027,47.5325,-122.072,1150,758,under_median,autumn,272,1,0,0,571000.0,24400.0,396500.0,67100.0
5561000430,2014-10-16,470000.0,3,2.25,1830,39165,1.0,0,0,5,8,1830,0,1963,0,98027,47.4612,-121.992,2020,36184,from_median_upward,autumn,256,0,0,0,571000.0,28200.0,611000.0,112800.0
1924069105,2014-10-17,450000.0,3,1.75,3150,9258,1.0,0,1,3,8,2370,780,1970,0,98027,47.5571,-122.08,2740,10274,under_median,autumn,142,1,1,0,571000.0,36000.0,585000.0,99000.0
5561400610,2014-10-19,542500.0,5,3.5,2730,42500,1.0,0,0,3,8,1530,1200,1989,0,98027,47.4587,-121.996,3180,37970,from_median_upward,autumn,198,1,1,0,571000.0,43400.0,678125.0,92225.0
9414500230,2014-10-22,440000.0,3,2.25,1760,10835,1.0,0,0,4,8,1290,470,1976,0,98027,47.522,-122.048,2050,10488,under_median,autumn,250,1,1,0,571000.0,26400.0,572000.0,105600.0
2597650240,2014-10-23,520000.0,3,2.25,2030,16200,2.0,0,0,3,8,2030,0,1984,0,98027,47.5162,-122.057,2660,17958,from_median_upward,autumn,256,1,0,0,571000.0,41600.0,676000.0,114400.0
5279100675,2014-10-28,313000.0,2,1.0,1180,4900,1.0,0,0,5,6,1180,0,1954,0,98027,47.5321,-122.029,1650,7121,under_median,autumn,265,0,0,0,571000.0,18780.0,406900.0,75120.0
5561401530,2014-10-29,550000.0,1,1.5,1900,40600,1.5,0,0,5,9,1450,450,1977,0,98027,47.4718,-122.009,2920,40427,from_median_upward,autumn,289,1,1,0,571000.0,33000.0,687500.0,104500.0
1623069071,2014-11-05,475000.0,3,2.5,2220,60984,2.0,0,0,4,8,2220,0,1987,0,98027,47.4802,-122.052,1930,55333,from_median_upward,autumn,213,1,0,0,571000.0,28500.0,617500.0,114000.0
2223069112,2014-11-12,465000.0,3,2.25,2560,117176,1.0,0,0,4,9,1280,1280,1977,0,98027,47.4655,-122.033,2760,57063,from_median_upward,autumn,181,1,1,0,571000.0,27900.0,604500.0,111600.0
9412200260,2014-11-13,496500.0,4,2.5,2250,14440,1.0,0,0,3,7,1550,700,1967,0,98027,47.5221,-122.045,2090,11400,from_median_upward,autumn,220,1,1,0,571000.0,39720.0,645450.0,109230.0
2724069117,2014-11-14,380000.0,6,2.0,1870,6969,1.0,0,0,4,7,1870,0,1968,0,98027,47.5342,-122.036,1500,6969,under_median,autumn,203,1,0,0,571000.0,22800.0,494000.0,91200.0
9268850140,2014-11-17,288790.0,4,2.0,1390,745,3.0,0,0,3,7,1390,0,2008,0,98027,47.5401,-122.026,1390,942,under_median,autumn,207,1,0,0,571000.0,23103.2,375427.0,63533.79999999999
291310270,2014-11-19,375000.0,3,2.5,1600,2042,2.0,0,0,3,8,1600,0,2005,0,98027,47.5341,-122.067,1445,1370,under_median,autumn,234,1,0,0,571000.0,30000.0,487500.0,82500.0
2423069155,2014-11-20,460000.0,4,2.0,2090,40419,1.0,0,0,4,7,2090,0,1984,0,98027,47.4691,-121.993,2380,63162,from_median_upward,autumn,220,1,0,0,571000.0,27600.0,598000.0,110400.0
5706201140,2014-11-21,533250.0,4,1.75,1520,15398,1.0,0,0,4,7,1370,150,1960,0,98027,47.5265,-122.05,1840,12500,from_median_upward,autumn,350,0,1,0,571000.0,31995.0,693225.0,127980.0
2616800050,2014-12-02,520000.0,4,2.5,2490,34947,2.0,0,0,3,9,2150,340,1985,0,98027,47.4823,-122.031,2490,39639,from_median_upward,autumn,208,1,1,0,571000.0,41600.0,676000.0,114400.0
8562780110,2014-12-02,325000.0,2,2.25,1230,1078,2.0,0,0,3,7,1160,70,2008,0,98027,47.5324,-122.073,1240,817,under_median,autumn,264,1,1,0,571000.0,26000.0,422500.0,71500.0
4123400340,2014-12-03,525000.0,4,2.25,1580,7307,1.0,0,0,3,8,1160,420,1973,0,98027,47.569,-122.086,2020,7458,from_median_upward,autumn,332,1,1,0,571000.0,42000.0,682500.0,115500.0
2523069156,2014-12-03,520000.0,3,2.25,2510,43995,2.0,0,0,3,8,2510,0,1981,0,98027,47.4545,-121.988,2470,48351,from_median_upward,autumn,207,1,0,0,571000.0,41600.0,676000.0,114400.0
